0.00906308, -1.96327, -0.3, 0.612706, -1.96327, 0.7, 0.612706, -3.21327, 0.2, 0.612706, 4.09571e-07, 3.3041e-06, 3.30437e-06, 0.5, 0.5, 0, 0, 0, 0
0.0193672, -1.96327, -0.3, 0.612703, -1.96327, 0.7, 0.612703, -3.21327, 0.2, 0.612703, 1.80755e-07, 6.38377e-06, 6.38353e-06, 0.5, 0.5, 0, 0, 0, 0
0.0295704, -1.96327, -0.3, 0.6127, -1.96327, 0.7, 0.6127, -3.21327, 0.2, 0.6127, 6.77785e-08, 1.01152e-05, 9.92348e-06, 0.5, 0.5, 0, 0, 0, 0
0.0394831, -1.96327, -0.3, 0.612699, -1.96327, 0.7, 0.612699, -3.21327, 0.2, 0.612699, 2.8226e-08, 1.10664e-05, 1.10664e-05, 0.5, 0.5, 0, 0, 0, 0
0.0490554, -1.96327, -0.3, 0.612695, -1.96327, 0.7, 0.612695, -3.21327, 0.2, 0.612695, 2.48382e-07, 1.4566e-05, 1.4566e-05, 0.5, 0.5, 0, 0, 0, 0
0.0590573, -1.96327, -0.3, 0.612691, -1.96327, 0.7, 0.612691, -3.21327, 0.2, 0.612691, 6.83566e-07, 1.88999e-05, 1.89e-05, 0.5, 0.5, 0, 0, 0, 0
0.0690579, -1.96327, -0.3, 0.612689, -1.96327, 0.7, 0.612689, -3.21327, 0.2, 0.612689, 3.59345e-07, 2.07121e-05, 2.07117e-05, 0.5, 0.5, 0, 0, 0, 0
0.0790768, -1.96327, -0.3, 0.612686, -1.96327, 0.7, 0.612687, -3.21327, 0.2, 0.612686, 3.93526e-07, 2.34011e-05, 2.32462e-05, 0.5, 0.5, 0, 0, 0, 0
0.0890956, -1.96327, -0.3, 0.612684, -1.96327, 0.7, 0.612684, -3.21327, 0.2, 0.612684, 4.38555e-07, 2.55164e-05, 2.55158e-05, 0.5, 0.5, 0, 0, 0, 0
0.0991044, -1.96327, -0.3, 0.612681, -1.96327, 0.7, 0.612681, -3.21327, 0.2, 0.612681, 5.21979e-07, 2.83867e-05, 2.83858e-05, 0.5, 0.5, 0, 0, 0, 0
0.109053, -1.96327, -0.3, 0.612679, -1.96327, 0.7, 0.612679, -3.21327, 0.2, 0.612678, 6.33955e-07, 3.12138e-05, 3.10822e-05, 0.5, 0.5, 0, 0, 0, 0
0.119151, -1.96327, -0.3, 0.612677, -1.96327, 0.7, 0.612677, -3.21327, 0.2, 0.612676, 8.07371e-07, 3.31194e-05, 3.31179e-05, 0.5, 0.5, 0, 0, 0, 0
0.129069, -1.96327, -0.3, 0.612674, -1.96327, 0.7, 0.612675, -3.21327, 0.2, 0.612674, 7.77465e-07, 3.5517e-05, 3.53991e-05, 0.5, 0.5, 0, 0, 0, 0
0.139057, -1.96327, -0.3, 0.612672, -1.96327, 0.7, 0.612672, -3.21327, 0.2, 0.612672, 1.02541e-06, 3.75387e-05, 3.75365e-05, 0.5, 0.5, 0, 0, 0, 0
0.14908, -1.96327, -0.3, 0.61267, -1.96327, 0.7, 0.61267, -3.21327, 0.2, 0.612669, 1.25694e-06, 3.96387e-05, 3.96361e-05, 0.5, 0.5, 0, 0, 0, 0
