0.00968206, -1.96327, -0.3, 0.612709, -1.96327, 0.7, 0.61271, -3.21327, 0.2, 0.61271, 1.96793e-07, 3.93587e-07, 2.6738e-23, 0.5, 0.5, 0, 0, 0, 0
0.0260557, -1.96327, -0.3, 0.612708, -1.96327, 0.7, 0.61271, -3.21327, 0.2, 0.61271, 8.89452e-07, 1.91423e-06, 5.72843e-22, 0.5, 0.5, 0, 0, 0, 0
0.0307889, -1.96327, -0.3, 0.612707, -1.96327, 0.7, 0.61271, -3.21327, 0.2, 0.61271, 1.22239e-06, 2.44599e-06, 9.41182e-22, 0.5, 0.5, 0, 0, 0, 0
0.0418853, -1.96327, -0.3, 0.612706, -1.96327, 0.7, 0.61271, -3.21327, 0.2, 0.61271, 1.67331e-06, 3.4136e-06, 1.79433e-21, 0.5, 0.5, 0, 0, 0, 0
0.0490552, -1.96327, -0.3, 0.612706, -1.96327, 0.7, 0.61271, -3.21327, 0.2, 0.61271, 1.95403e-06, 3.97589e-06, 2.56174e-21, 0.5, 0.5, 0, 0, 0, 0
0.0590636, -1.96327, -0.3, 0.612705, -1.96327, 0.7, 0.61271, -3.21327, 0.2, 0.61271, 2.43547e-06, 4.88313e-06, 3.9512e-21, 0.5, 0.5, 0, 0, 0, 0
0.0690549, -1.96327, -0.3, 0.612704, -1.96327, 0.7, 0.61271, -3.21327, 0.2, 0.61271, 2.94884e-06, 6.09178e-06, 6.35684e-21, 0.5, 0.5, 0, 0, 0, 0
0.0790958, -1.96327, -0.3, 0.612703, -1.96327, 0.7, 0.61271, -3.21327, 0.2, 0.61271, 3.35564e-06, 6.91223e-06, 8.38879e-21, 0.5, 0.5, 0, 0, 0, 0
0.0890775, -1.96327, -0.3, 0.612702, -1.96327, 0.7, 0.61271, -3.21327, 0.2, 0.61271, 3.94233e-06, 8.00248e-06, 1.18164e-20, 0.5, 0.5, 0, 0, 0, 0
0.0990555, -1.96327, -0.3, 0.612701, -1.96327, 0.7, 0.61271, -3.21327, 0.2, 0.61271, 4.41441e-06, 9.07366e-06, 1.55572e-20, 0.5, 0.5, 0, 0, 0, 0
