0.0126173, -1.96327, -0.3, 0.612699, -1.96327, 0.7, 0.612699, -3.21327, 0.2, 0.612699, 1.0705e-05, 1.03461e-05, 0.5, 0.5
0.0203629, -1.96327, -0.3, 0.612691, -1.96327, 0.7, 0.612692, -3.21327, 0.2, 0.612691, 1.83151e-05, 1.75717e-05, 0.5, 0.5
0.0290867, -1.96327, -0.3, 0.612682, -1.96327, 0.7, 0.612682, -3.21327, 0.2, 0.612681, 2.8349e-05, 2.77202e-05, 0.5, 0.5
0.0390574, -1.96327, -0.3, 0.612669, -1.96327, 0.7, 0.612671, -3.21327, 0.2, 0.612669, 4.05008e-05, 3.86356e-05, 0.5, 0.5
0.0490561, -1.96328, -0.3, 0.61266, -1.96328, 0.7, 0.612663, -3.21328, 0.2, 0.61266, 4.96641e-05, 4.73354e-05, 0.5, 0.5
0.0590623, -1.96328, -0.3, 0.612652, -1.96328, 0.7, 0.612654, -3.21328, 0.2, 0.612651, 5.84564e-05, 5.62269e-05, 0.5, 0.5
0.0690571, -1.96328, -0.3, 0.612643, -1.96328, 0.7, 0.612646, -3.21328, 0.2, 0.612642, 6.74349e-05, 6.42068e-05, 0.5, 0.5
0.0790544, -1.96328, -0.3, 0.61263, -1.96328, 0.7, 0.612634, -3.21328, 0.2, 0.612629, 8.06591e-05, 7.67612e-05, 0.5, 0.5
0.0890927, -1.96328, -0.3, 0.61262, -1.96328, 0.7, 0.612624, -3.21328, 0.2, 0.612619, 9.05528e-05, 8.61534e-05, 0.5, 0.5
0.0991084, -1.96328, -0.3, 0.612611, -1.96328, 0.7, 0.612616, -3.21328, 0.2, 0.612609, 9.98567e-05, 9.49854e-05, 0.5, 0.5
0.109069, -1.96328, -0.3, 0.612602, -1.96328, 0.7, 0.612607, -3.21328, 0.2, 0.6126, 0.000109011, 0.000103675, 0.5, 0.5
0.119064, -1.96329, -0.3, 0.612593, -1.96328, 0.7, 0.612599, -3.21329, 0.2, 0.612591, 0.000117946, 0.000111784, 0.5, 0.5
0.129314, -1.96329, -0.3, 0.612585, -1.96329, 0.7, 0.612591, -3.21329, 0.2, 0.612581, 0.000126235, 0.000120024, 0.5, 0.5
0.139094, -1.96329, -0.3, 0.612578, -1.96329, 0.7, 0.612584, -3.21329, 0.2, 0.612573, 0.000133229, 0.000126662, 0.5, 0.5
0.149083, -1.96329, -0.3, 0.612571, -1.96329, 0.7, 0.612578, -3.21329, 0.2, 0.612566, 0.000139725, 0.000132827, 0.5, 0.5
0.159093, -1.96329, -0.3, 0.612564, -1.96329, 0.7, 0.612571, -3.21329, 0.2, 0.612557, 0.000147169, 0.000139891, 0.5, 0.5
0.1691, -1.96329, -0.3, 0.612558, -1.96329, 0.7, 0.612566, -3.21329, 0.2, 0.612551, 0.000152604, 0.000145049, 0.5, 0.5
